tempC,precipMM
3.870967741935484,0.9870967741935484
5.451612903225806,0.9322580645161292
5.709677419354839,1.1709677419354838
5.714285714285714,0.5857142857142856
5.806451612903226,0.4967741935483871
6.428571428571429,0.7
6.571428571428571,0.925
6.857142857142857,0.6035714285714285
6.870967741935484,0.967741935483871
7.225806451612903,1.796774193548387
7.451612903225806,0.635483870967742
7.483870967741935,1.3580645161290323
7.516129032258065,0.5677419354838709
7.580645161290323,1.3129032258064517
7.67741935483871,0.5774193548387097
7.75,0.45892857142857146
7.806451612903226,1.429032258064516
7.870967741935484,0.6161290322580646
7.903225806451613,0.25806451612903225
8.0,1.760714285714286
8.066666666666666,1.3733333333333333
8.142857142857142,4.742857142857143
8.225806451612904,0.8290322580645161
8.258064516129032,0.16451612903225807
8.35483870967742,0.5419354838709677
8.387096774193548,1.4967741935483871
8.464285714285714,0.28214285714285714
8.64516129032258,0.6709677419354838
8.67741935483871,3.0806451612903216
8.714285714285714,1.642857142857143
8.741935483870968,2.258064516129033
8.806451612903226,0.5241935483870968
8.833333333333334,0.5633333333333332
8.866666666666667,7.143333333333334
8.933333333333334,0.9600000000000002
8.964285714285714,1.1142857142857143
9.066666666666666,0.9966666666666666
9.096774193548388,0.2903225806451613
9.193548387096774,2.041935483870968
9.225806451612904,1.1387096774193548
9.258064516129032,0.39354838709677425
9.366666666666667,1.0499999999999998
9.533333333333333,0.4899999999999999
9.7,0.966666666666667
9.741935483870968,1.0354838709677423
9.766666666666667,0.9599999999999999
9.935483870967742,1.038709677419355
10.064516129032258,1.038709677419355
10.066666666666666,1.0066666666666668
10.142857142857142,1.6464285714285718
10.166666666666666,1.0933333333333335
10.3,0.6533333333333334
10.32258064516129,1.425806451612903
10.419354838709678,3.0806451612903216
10.5,1.1933333333333336
10.633333333333333,0.36000000000000004
10.766666666666667,1.9933333333333332
10.866666666666667,1.8833333333333333
10.870967741935484,0.2032258064516129
10.935483870967742,3.609677419354839
10.966666666666667,3.9600000000000004
11.548387096774194,1.3935483870967744
11.933333333333334,1.4700000000000002
11.935483870967742,0.39677419354838706
12.064516129032258,1.5827956989247307
12.066666666666666,0.5333333333333333
12.129032258064516,0.7419354838709677
12.193548387096774,0.9322580645161294
12.4,1.1800000000000002
12.419354838709678,0.9225806451612903
12.451612903225806,0.6419354838709675
12.516129032258064,0.8677419354838711
12.870967741935484,1.0838709677419354
12.9,0.5066666666666667
12.935483870967742,0.7709677419354839
13.096774193548388,0.5258064516129034
13.387096774193548,0.5516129032258065
13.516129032258064,0.9
13.548387096774194,1.1306451612903228
13.838709677419354,1.8161290322580652
14.0,1.9677419354838708
14.03225806451613,1.4935483870967738
14.064516129032258,1.214516129032258
14.166666666666666,2.07
14.4,1.6216666666666668
14.451612903225806,0.3548387096774194
14.466666666666667,0.7733333333333333
14.566666666666666,0.9466666666666667
14.733333333333333,1.0433333333333334
14.866666666666667,0.7
15.033333333333333,0.7799999999999999
15.133333333333333,0.7883333333333334
15.2,2.1600000000000006
15.3,1.2033333333333331
15.4,1.3833333333333333
15.433333333333334,3.893333333333333
15.466666666666667,4.02
15.516129032258064,1.241935483870968
15.566666666666666,1.0466666666666666
15.633333333333333,0.28333333333333327
15.741935483870968,1.6870967741935483
15.9,0.2433333333333333
15.935483870967742,1.8612903225806454
16.0,0.9290322580645165
16.1,1.5400000000000003
16.129032258064516,0.9741935483870968
16.161290322580644,1.5
16.225806451612904,2.264516129032258
16.233333333333334,0.5033333333333333
16.3,1.35
16.35483870967742,0.9806451612903225
16.466666666666665,0.26333333333333336
16.516129032258064,1.185483870967742
16.548387096774192,2.4161290322580644
16.580645161290324,1.1580645161290322
16.677419354838708,0.9354838709677421
16.806451612903224,1.280645161290323
16.903225806451612,0.8258064516129032
17.0,1.2645161290322582
17.466666666666665,0.06333333333333334
17.548387096774192,0.7032258064516129
18.096774193548388,0.9129032258064517
18.419354838709676,0.5870967741935483
18.548387096774192,3.103225806451613
18.741935483870968,0.5774193548387097
19.096774193548388,0.6774193548387096
19.258064516129032,2.083870967741935
