date,precipMM
2008-07-31,2.2483870967741932
2008-08-31,2.264516129032258
2008-09-30,0.9466666666666667
2008-10-31,1.9548387096774194
2008-11-30,0.9599999999999999
2008-12-31,0.5677419354838709
2009-01-31,1.796774193548387
2009-02-28,0.6035714285714285
2009-03-31,0.20645161290322578
2009-04-30,1.7133333333333336
2009-05-31,0.9225806451612903
2009-06-30,1.0433333333333334
2009-07-31,1.8612903225806454
2009-08-31,1.7838709677419358
2009-09-30,0.7
2009-10-31,1.6870967741935488
2009-11-30,1.9933333333333332
2009-12-31,1.3580645161290323
2010-01-31,1.1709677419354838
2010-02-28,0.5857142857142856
2010-03-31,0.5419354838709678
2010-04-30,0.3
2010-05-31,0.39677419354838706
2010-06-30,1.2033333333333331
2010-07-31,2.4161290322580644
2010-08-31,0.5870967741935484
2010-09-30,1.3833333333333333
2010-10-31,1.0838709677419354
2010-11-30,1.3733333333333333
2010-12-31,0.9870967741935484
2011-01-31,0.4967741935483871
2011-02-28,1.642857142857143
2011-03-31,0.39354838709677425
2011-04-30,0.5066666666666667
2011-05-31,0.7709677419354839
2011-06-30,2.6300000000000003
2011-07-31,0.9290322580645165
2011-08-31,0.9741935483870968
2011-09-30,1.0466666666666666
2011-10-31,1.9677419354838708
2011-11-30,1.4700000000000002
2011-12-31,0.16451612903225807
2012-01-31,0.8290322580645161
2012-02-29,0.28214285714285714
2012-03-31,0.2032258064516129
2012-04-30,0.9966666666666666
2012-05-31,0.7419354838709677
2012-06-30,2.07
2012-07-31,1.241935483870968
2012-08-31,1.2645161290322582
2012-09-30,0.7799999999999999
2012-10-31,1.3935483870967744
2012-11-30,0.9600000000000002
2012-12-31,0.25806451612903225
2013-01-31,0.635483870967742
2013-02-28,0.925
2013-03-31,0.9322580645161292
2013-04-30,0.5566666666666666
2013-05-31,0.9322580645161294
2013-06-30,0.2433333333333333
2013-07-31,0.6774193548387096
2013-08-31,0.9129032258064517
2013-09-30,0.28333333333333327
2013-10-31,2.02258064516129
2013-11-30,0.5633333333333332
2013-12-31,1.1387096774193548
2014-01-31,1.3129032258064517
2014-02-28,1.760714285714286
2014-03-31,1.0354838709677423
2014-04-30,0.5333333333333333
2014-05-31,0.9
2014-06-30,0.5033333333333333
2014-07-31,0.5774193548387097
2014-08-31,1.1580645161290322
2014-09-30,0.26333333333333336
2014-10-31,1.8161290322580652
2014-11-30,1.8833333333333333
2014-12-31,0.5774193548387097
2015-01-31,0.6903225806451613
2015-02-28,0.27499999999999997
2015-03-31,0.2903225806451613
2015-04-30,0.6533333333333334
2015-05-31,0.5580645161290322
2015-06-30,0.6133333333333333
2015-07-31,1.1258064516129032
2015-08-31,1.5
2015-09-30,0.7733333333333333
2015-10-31,0.5741935483870968
2015-11-30,1.1800000000000002
2015-12-31,3.609677419354839
2016-01-31,2.041935483870968
2016-02-29,0.6428571428571429
2016-03-31,0.6709677419354838
2016-04-30,1.0499999999999998
2016-05-31,0.6419354838709675
2016-06-30,0.8966666666666667
2016-07-31,0.9806451612903225
2016-08-31,0.8258064516129032
2016-09-30,1.35
2016-10-31,0.5258064516129034
2016-11-30,0.4233333333333332
2016-12-31,1.038709677419355
2017-01-31,0.8419354838709678
2017-02-28,1.1142857142857143
2017-03-31,1.038709677419355
2017-04-30,0.36000000000000004
2017-05-31,0.40645161290322573
2017-06-30,1.5400000000000003
2017-07-31,0.9354838709677421
2017-08-31,1.280645161290323
2017-09-30,2.1600000000000006
2017-10-31,0.3548387096774194
2017-11-30,1.0933333333333335
2017-12-31,0.5419354838709677
2018-01-31,1.4967741935483871
2018-02-28,0.7
2018-03-31,0.967741935483871
2018-04-30,0.966666666666667
2018-05-31,0.5516129032258065
2018-06-30,0.06333333333333334
2018-07-31,0.5870967741935483
2018-08-31,0.7032258064516129
2018-09-30,0.6800000000000002
2018-10-31,0.8677419354838711
2018-11-30,1.1933333333333336
2018-12-31,1.425806451612903
2019-01-31,1.429032258064516
2019-02-28,1.6464285714285718
2019-03-31,3.0806451612903216
2019-04-30,3.9600000000000004
2019-05-31,1.4935483870967738
2019-06-30,4.02
2019-07-31,2.083870967741935
2019-08-31,3.103225806451613
2019-09-30,3.893333333333333
2019-10-31,2.235483870967741
2019-11-30,7.143333333333334
2019-12-31,3.0806451612903216
2020-01-31,2.258064516129033
2020-02-29,4.742857142857143
